,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,id,player_fifa_api_id,player_api_id,date,player_name,player_positions,player_positions_general
0,1.409394,-0.64438117,-0.6904557,-0.7975734,0.19940247,-0.08964573,-0.41003904,-0.33607325,-0.42374325,0.23971343,-0.67108154,-1.4099216,-0.58849585,1.4023031,0.92612207,1.1314735,0.80915767,0.34803265,1.0101855,-0.3857678,0.27664667,0.5255371,-0.8277367,-0.73088735,-0.4354317,-0.79777294,-0.52082634,-0.24974462,-0.11078325,-0.6043372,-0.13584779,-0.5757957,1,218353,505942,2016-02-18,Aaron Appindangoye,CB,DEF
1,1.5409955,-0.63739073,-0.74726176,-0.8653158,0.26126507,-0.30540922,-0.78376126,-0.70241505,-0.6762068,0.56863713,-0.76137286,-1.6566176,-0.7524392,1.7393395,1.3283826,1.2567909,0.933699,0.62864375,1.1726778,-0.8478839,0.47440916,0.5478119,-0.8656058,-1.1819795,-0.6192499,-1.0408053,-0.561156,-0.33455908,-0.1561906,-0.9025497,-0.4463345,-0.80814064,6,189615,155782,2016-04-21,Aaron Cresswell,LB,DEF
2,1.4844669,-0.7059971,-0.7859293,-0.9734359,0.108546756,-0.11807497,-0.30350462,-0.32858467,-0.42146948,0.13999435,-0.7143184,-1.3749454,-0.7424825,1.4055566,0.8643601,1.0871217,0.8083904,0.2889871,1.0375917,-0.288427,0.1595916,0.52980065,-0.9068558,-0.6672987,-0.41315138,-0.85094774,-0.5387357,-0.37180275,-0.02320356,-0.60554683,-0.20309292,-0.62015367,65,140161,30572,2016-04-21,Aaron Galindo,"CB, RB",DEF
3,1.4730891,-0.61751086,-0.7621339,-0.9316967,0.055464502,-0.13431069,-0.3290572,-0.32667345,-0.35119563,0.14674354,-0.6722206,-1.3474634,-0.71868205,1.4294096,0.8953258,1.0926121,0.79341406,0.26450413,1.004199,-0.3681923,0.1271217,0.5029145,-0.8943315,-0.7028935,-0.46779385,-0.7343226,-0.44729215,-0.20535862,-0.045406792,-0.5983181,-0.25124756,-0.53976935,88,17725,23780,2015-12-24,Aaron Hughes,CB,DEF
4,1.2978065,-0.3975303,-0.745224,-0.55181986,0.59325486,-0.23798515,-0.85984373,-0.495693,-0.4976711,0.7070449,-0.63886446,-1.4738187,-0.5922509,1.5270597,1.2653426,1.1286585,0.88744366,0.70308447,1.0087616,-0.83847505,0.9353015,0.5054968,-0.5895043,-0.9738289,-0.37736413,-1.1298295,-0.62083536,-0.17000574,-0.20894703,-0.8516174,-0.24834606,-0.8693225,113,158138,27316,2016-04-28,Aaron Hunt,"CAM, CM, LM",MID
5,1.2414525,-0.66180557,-0.6339399,-0.72862273,0.22196706,-0.22187099,-0.62010825,-0.37389103,-0.5552459,0.45307115,-0.6873064,-1.4840014,-0.48559058,1.3655428,0.9850936,1.017541,0.6892767,0.47849154,0.8949447,-0.75102955,0.39676663,0.48397684,-0.72775674,-1.0942202,-0.48788136,-0.7372811,-0.501159,-0.17046034,-0.2471878,-0.8748752,-0.29210132,-0.5336607,140,221280,564793,2016-04-21,Aaron Kuhl,"CDM, CM",MID
6,1.1634327,-0.7824219,-0.8259679,-0.40454978,0.5100512,-0.25771675,-1.0859487,-0.52824837,-0.61332846,0.84124035,-0.612489,-1.7557718,-0.72327185,1.4747785,1.316801,1.019717,0.79923177,0.8084084,0.9691352,-0.7437392,0.90065897,0.39699766,-0.38672382,-1.1441364,-0.3193723,-0.8136691,-0.6435056,-0.27495852,-0.22996159,-1.2750342,-0.37384516,-0.9369814,147,152747,30895,2015-10-16,Aaron Lennon,"RM, LM",MID
7,1.475024,-0.41498062,-0.7022775,-0.77777535,0.33750206,-0.25412273,-0.5680902,-0.5740153,-0.5770241,0.5076748,-0.7374267,-1.4494435,-0.6477167,1.6421059,1.2029127,1.1859308,0.90843666,0.59081125,1.094685,-0.7312106,0.52664024,0.51249146,-0.86107415,-0.9952598,-0.53559464,-1.1549193,-0.55864835,-0.21814847,-0.17957899,-0.7124276,-0.34353098,-0.7570211,180,188621,101042,2015-12-03,Aaron Meijers,LB,DEF
8,1.4915613,-0.5964948,-0.89151865,-0.74012476,0.4177227,-0.286176,-0.6742246,-0.62947357,-0.50950956,0.5843325,-0.7156446,-1.6167614,-0.73856777,1.6787051,1.2691319,1.2174302,0.9348243,0.63530123,1.1195538,-0.74856675,0.6575068,0.59201294,-0.75631374,-1.0426338,-0.54204994,-0.9261964,-0.6862415,-0.2729914,-0.15783781,-0.9314729,-0.3227474,-0.8767412,207,194958,231592,2016-02-04,Aaron Mooy,"CM, CAM",MID
9,1.1222132,-0.31970963,-0.63596296,-0.45700854,0.51629066,-0.21148026,-0.78055084,-0.4894416,-0.4748203,0.6959269,-0.4959948,-1.2449778,-0.4858018,1.3682084,1.1928326,1.0192688,0.78724474,0.69471055,0.8972369,-0.78254455,0.83676803,0.4205497,-0.5300633,-0.9943896,-0.36913675,-1.0280479,-0.5249987,-0.17464632,-0.26136923,-0.68384475,-0.23400603,-0.70453286,243,183853,40719,2016-04-28,Aaron Niguez,"LW, RW, CAM",MID
10,1.6694037,-1.1072265,-0.8609051,-0.9520238,0.45218426,-0.34635594,-1.1439799,-0.6154525,-0.7864888,0.62438637,-0.9766034,-2.2261975,-0.81968266,1.8482736,1.3925431,1.3702261,1.066764,0.66875917,1.2707858,-1.0029297,0.7169773,0.6327704,-0.7100055,-1.2692766,-0.5574154,-0.765902,-0.6539438,-0.33233133,-0.099186346,-1.5807241,-0.47032753,-1.0529311,270,186561,75489,2016-03-10,Aaron Ramsey,"CM, RW, CDM",MID
11,0.9724312,-0.25206262,-0.48999336,-0.44447118,0.36094052,-0.12273008,-0.5195359,-0.3040187,-0.37819538,0.47428986,-0.47750184,-0.97235805,-0.3853336,1.1946657,0.9095267,0.87898433,0.67260516,0.50976795,0.7784676,-0.52066696,0.5362776,0.37716287,-0.50087076,-0.7282062,-0.30362308,-0.93073153,-0.392344,-0.22842127,-0.23601624,-0.4401523,-0.14660639,-0.44252467,310,226014,597948,2016-04-14,Aaron Splaine,"LM, LB",DEF
12,1.3244524,-0.65715957,-0.6578107,-0.74247277,0.1749545,-0.18016446,-0.66570383,-0.4085289,-0.605577,0.44058463,-0.71732426,-1.5442235,-0.66680545,1.4881486,1.0945655,1.0882472,0.8195596,0.48479784,1.0076029,-0.558442,0.34078252,0.43118736,-0.766016,-0.9452252,-0.41681203,-0.960808,-0.49956697,-0.30252296,-0.17775266,-0.8089144,-0.33069155,-0.64498067,318,213569,161644,2016-04-28,Aaron Taylor-Sinclair,"LB, LWB",DEF
13,1.0382313,-0.5279122,-0.83428115,-0.3339918,0.55340976,-0.024889037,-0.6832379,-0.08456329,-0.16425604,0.47294757,-0.48119774,-1.3575121,-0.62436587,1.176615,0.9245894,0.9481569,0.74676335,0.45919827,0.70260197,-0.35009933,0.82393783,0.43803898,-0.3734119,-0.60122144,-0.14666376,-0.7727906,-0.61774373,-0.062339894,-0.2059201,-0.8138986,0.015511299,-0.7095644,336,2335,23499,2016-04-21,Aaron Wilbraham,ST,ATK
14,1.1792079,-0.81840265,-0.7945783,-0.34913683,0.63914394,-0.18833475,-1.1389304,-0.43388233,-0.56480825,0.7735376,-0.61692894,-1.8136961,-0.6699992,1.4222213,1.2576687,1.0618303,0.83084536,0.7569926,0.94040567,-0.7394129,1.0115684,0.43464133,-0.313627,-1.0121506,-0.2743031,-0.7495045,-0.6579426,-0.18546975,-0.18268758,-1.3394064,-0.25349855,-0.999953,358,187939,120919,2016-05-12,Aatif Chahechouhe,"CAM, LM",MID
15,1.2772355,-0.567866,-0.81510246,-0.5638229,0.5409959,-0.25343752,-0.7916023,-0.5105892,-0.48300985,0.703212,-0.63426316,-1.581891,-0.5848466,1.4798704,1.2292182,1.1022266,0.85840297,0.6860924,0.96601665,-0.7436589,0.8860673,0.52169,-0.6089309,-1.0519648,-0.3838961,-0.9467102,-0.7137014,-0.17670107,-0.23987657,-0.9446598,-0.23849417,-0.89704293,379,192274,167027,2016-06-23,Abdelaziz Barrada,"CAM, RM, LM",MID
16,1.5187674,-0.35285833,-0.6967064,-0.9700082,0.10813964,-0.16691732,-0.30194113,-0.45294848,-0.42899454,0.23845083,-0.7193631,-1.2256929,-0.77380836,1.5635883,1.0398804,1.1911083,0.8593466,0.4005921,1.0897132,-0.50584817,0.1822698,0.5072284,-1.0653437,-0.84898114,-0.5869471,-1.204265,-0.400409,-0.24521166,-0.17322533,-0.38129535,-0.28992197,-0.5135385,395,188145,128456,2016-03-17,Abdelhamid El Kaoutari,CB,DEF
17,1.1008015,-0.58216125,-0.6936736,-0.42241073,0.52022314,-0.14496765,-0.77208847,-0.32998633,-0.40148222,0.6017452,-0.5775906,-1.5222037,-0.53617626,1.300397,1.1081377,1.0002465,0.82890916,0.62220603,0.84658736,-0.48423868,0.8174654,0.37604734,-0.48908263,-0.84999704,-0.22811183,-0.8157586,-0.597882,-0.106287934,-0.26207784,-0.872147,-0.13976878,-0.79752874,416,178063,42664,2016-02-04,Abdelkader Ghezzal,"CF, LW, RW",ATK
18,0.9727271,-0.3255073,-0.48762965,-0.5258449,0.40864238,-0.2258862,-0.73199296,-0.36797687,-0.4874912,0.6310498,-0.59115785,-1.1977123,-0.3824824,1.2318853,1.0240269,0.8780617,0.67270964,0.61127865,0.777691,-0.72520536,0.6997275,0.3909862,-0.5767707,-0.96752894,-0.30068696,-1.0975573,-0.4848872,-0.20416987,-0.31220868,-0.5930806,-0.22642666,-0.5887241,457,209399,467485,2016-02-04,Abdelmalek El Hasnaoui,CAM,MID
19,1.3349959,-0.4044847,-0.5596525,-0.93018365,0.044802118,-0.16976687,-0.3459884,-0.3604367,-0.44065276,0.22227621,-0.67139137,-1.1864121,-0.5301767,1.3658744,0.9131831,1.0358939,0.76260334,0.29978913,0.9685565,-0.5550087,0.14695437,0.45707607,-0.9686857,-0.81360674,-0.47080666,-0.97981757,-0.3948209,-0.21386364,-0.14909048,-0.36028242,-0.26443595,-0.44991067,491,225711,563215,2016-04-28,Abdou Diallo,"CB, CDM",MID
20,1.468496,-0.6305756,-0.71587235,-0.7275521,0.42375335,-0.22742374,-0.69659865,-0.517524,-0.5630851,0.5462668,-0.7620809,-1.6153674,-0.6141872,1.6154274,1.1727495,1.2148125,0.8936982,0.61590695,1.076101,-0.6246853,0.6315911,0.56650865,-0.7245265,-0.9693138,-0.48066166,-0.98065084,-0.59348315,-0.23278064,-0.16868038,-0.9213705,-0.2737074,-0.79710424,501,187048,41093,2016-04-21,Abdou Traore,"CM, CDM",MID
21,1.2460167,-0.68174016,-0.5508185,-0.7750274,0.11147755,-0.034497786,-0.3296867,-0.1404402,-0.37046713,0.050729685,-0.81902057,-1.4849411,-0.62106854,1.231668,0.72275054,0.9491169,0.7559262,0.2252223,0.9131066,-0.21715093,0.11621953,0.3731565,-0.8614252,-0.5217413,-0.30136976,-0.79581606,-0.43606198,-0.15120399,-0.12182473,-0.5973899,-0.11039869,-0.5796314,526,225050,564712,2016-03-10,Abdoul Ba,CB,DEF
22,1.2420729,-0.35392755,-0.6789239,-0.5775706,0.46412817,-0.20056616,-0.70705754,-0.43332836,-0.47052893,0.61339825,-0.6491816,-1.3690033,-0.5630839,1.5071776,1.181212,1.1031154,0.85989267,0.63094974,0.9637346,-0.70115834,0.71378034,0.47274098,-0.6598694,-0.9404472,-0.39218688,-1.145358,-0.5529188,-0.21290588,-0.2716641,-0.6699187,-0.21712103,-0.6783132,533,188232,67334,2016-01-21,Abdoul Karim Yoda,RM,MID
23,1.1251755,-0.36302754,-0.65090775,-0.44993708,0.61271745,-0.18963228,-0.84827405,-0.39240965,-0.46282488,0.7064782,-0.554722,-1.3266951,-0.47667497,1.375804,1.1673337,1.023105,0.8003521,0.705234,0.846299,-0.7222723,0.92942333,0.43557143,-0.48348245,-0.9455408,-0.28506136,-1.1032647,-0.578285,-0.17562702,-0.27176055,-0.7437689,-0.16365749,-0.7344327,555,193953,173955,2016-04-21,Abdoul Razzagui Camara,"LW, ST",ATK
24,1.6089514,-0.9721723,-0.89867705,-0.8931784,0.32522106,-0.22718932,-0.8025399,-0.5477224,-0.63104963,0.47711393,-0.87777036,-1.9717189,-0.9094806,1.7337351,1.2680957,1.3103607,1.0072883,0.59085184,1.2280582,-0.630116,0.50628316,0.5654303,-0.8269371,-1.077085,-0.5285987,-0.8742066,-0.63327867,-0.36265445,-0.14024714,-1.1982785,-0.35306376,-0.91760856,579,161999,39562,2016-04-21,Abdoulay Konko,RB,DEF
